"PIN","age","sex","sexOrient","sexOrientText","gender","genderText","relStat","relStatText","raceAAPI","raceBlack","raceLatinx","raceNAAI","raceMENA","raceWhite","raceNA","religion","politics","international","poliDQVC","poliDQMC","poliDQSC","poliDQCent","poliDQSL","poliDQML","poliDQVL","ageDQ18","ageDQ19","ageDQ20","ageDQ21","ageDQ22","ageDQ23_25","ageDQ26plus","raceDQAAPI","raceDQBlack","raceDQLatinx","raceDQNAAI","raceDQMENA","raceDQWhite","religionDQ1","religionDQ2","religionDQ3","religionDQ4","religionDQ5","religionDQ6","religionDQ7","religionDQ8","religionDQ9","religionDQ10","religionDQ11","internationalDQDom","internationalDQInt","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","quarter"
"f24417304",19,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,12,4,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.5,7,5.5,5,10,5,8.5,5,7.5,8.5,5,7.5,5,5,6,7.5,6,6.5,8.5,10,5,10,5,6,10,5,7.5,5,5,6.5,"fall"
"f24392553",22,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,6,6.5,5,6,5,5.5,6,7,6,5.5,6,3.5,6.5,6,6.5,6,7.5,4.5,7.5,8,7,6,5.5,7.5,7.5,6.5,3.5,7,5,7.5,"fall"
"f24650829",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,1,4,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5.5,6.5,5,7,7,6,6.5,6,7.5,4,5,4.5,6.5,7,7.5,7,7,5,7,8,6,8,7.5,6.5,4,7.5,3.5,6,"fall"
"f24349110",21,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,12,4,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,7,5.5,6,7.5,6.5,7.5,5,8,6.5,7.5,7.5,4,7.5,5.5,8,8,7.5,2.5,8,8,8,7.5,7.5,9.5,8.5,7,3,7,6,7.5,"fall"
"f24974404",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,1,NA,11,6,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,9,10,6.5,8.5,7.5,9,9,10,10,9.5,9,3,10,9,10,9,9.5,4.5,7,10,7.5,10,7,9,8.5,7,0,5,7.5,8.5,"fall"
"f24990711",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,2,5,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,6.5,8.5,5.5,6.5,7,8,7,8,8,7.5,6,5,7.5,5,6,6.5,6.5,7,6,7.5,7.5,6.5,6,7,8.5,5,3,6,5,5.5,"fall"
"f2491004",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,9,7,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,5,5.5,7,6.5,9,7,7.5,6,5.5,4.5,7.5,6.5,7,10,9,5,5,10,8.5,10,8,9.5,7,9,4,9.5,7.5,7,"fall"
"f24192151",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,5,6,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,8,8,5.5,8,5.5,6,8,7,8,6.5,7,4,6.5,5.5,6.5,8,6,5,8,5,5,7,6,7.5,7.5,6,5,6,5,6,"fall"
"f24379016",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,7,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.5,7,5.5,6.5,6,7,7,5.5,6.5,6,6,5,6,5,5,6,7,5.5,7,5,7.5,8.5,5,8,7,5.5,5,5,5,5,"fall"
"f24961896",21,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,6,6,5.5,6.5,6,8.5,5,5.5,7.5,5.5,0.5,5,6.5,5.5,5,5.5,5.5,6.5,8,5,8.5,5.5,4.5,8.5,4.5,0,4.5,8,6.5,"fall"
"f24373832",19,0,1,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,6.5,8,6,8.5,7.5,6.5,8,7.5,8.5,6.5,9.5,3.5,8.5,7,7.5,5.5,6.5,4.5,7.5,7,6.5,7.5,6.5,5.5,6,6.5,4,7.5,6,5.5,"fall"
"f24744269",19,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,5,7,0,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,7,6,6,8,6,6,6,5.5,7,7,5.5,1.5,5.5,5,6.5,3,4.5,3.5,6.5,6.5,7,3.5,5,5.5,6.5,5,2,6.5,4,5,"fall"
"f24683568",19,1,3,NA,1,"",1,"",NA,NA,1,1,1,1,NA,11,4,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,7,5.5,5,7,6.5,5.5,6.5,6,7,7,7,5,5.5,6,6,7.5,6,7,7,6.5,6,7,5,6.5,6,6,3,5.5,4.5,5,"fall"
"f24842753",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,9,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,8.5,8.5,5,8.5,6.5,7.5,8.5,8.5,8,6,7,5.5,7,6.5,7.5,8,9,2.5,6.5,8.5,7,7.5,8.5,9,7,6.5,7,8.5,6,6,"fall"
"f24192549",18,0,1,NA,0,"",1,"",NA,1,NA,NA,NA,NA,NA,12,7,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,10,7,6.5,5,6.5,10,8,10,5,8,5,10,7.5,7,8,9,6.5,6.5,6.5,6.5,8,6,7,5.5,6.5,0,5,7.5,5,"fall"
"f24802400",19,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,7,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,6,6.5,5,4.5,6,6,7.5,9,4,7,1.5,7,6.5,8,5.5,6,5.5,4,3,5,5,6,7,2.5,5.5,1.5,6,5,5.5,"fall"
"f24520192",19,0,3,NA,0,"",1,"",1,NA,NA,NA,1,NA,NA,7,3,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,6,7,4.5,6.5,7.5,5,7,6,7,7,5,7.5,6,4.5,5.5,7,7.5,4.5,6.5,7.5,5.5,7,7,7,8.5,4.5,10,5,5,7,"fall"
"f24917799",20,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,7,8,6.5,6,6.5,7,7.5,7,8,5.5,5,5,8,6,6,8,8.5,5.5,6,7.5,6.5,5.5,6.5,7.5,5,5,2,6,5,5,"fall"
"f24474958",18,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,5,0,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,9,7.5,9,8.5,8.5,5,6,9,10,7.5,3.5,7.5,10,7.5,10,5.5,1,10,9.5,8.5,7,7,10,8.5,5.5,3,5,4,6.5,"fall"
"f24849661",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,NA,NA,2,4,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,9.5,5,7,7,7.5,6,8,8.5,9.5,6,7,8.5,5,6.5,8,7.5,5,7,7.5,6,7,7,8.5,8,6,7,6,6,6,"fall"
"f24877855",18,0,1,NA,0,"",2,"",1,NA,NA,NA,NA,1,NA,10,5,0,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8.5,8,5,6.5,6.5,7.5,7,6,7.5,9.5,8.5,5,7.5,10,5.5,7.5,8,6.5,5,8,4.5,7.5,5.5,6,6.5,8,0.5,6,9.5,5.5,"fall"
"f24869823",22,1,1,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,8,5,5,5.5,7,6,6,6,5.5,6,4,6.5,5.5,5.5,4.5,7.5,5,7,9,8,6,7,5.5,7,6,3,5,6,5.5,"fall"
"f24158708",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,8,7.5,6,5.5,6,6.5,7.5,6,7,8,6.5,5.5,7,7,5.5,8.5,7,7,5.5,8,6.5,8,6.5,7.5,8,5,3.5,5.5,6.5,6,"fall"
"f24319340",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,2,3,0,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,8.5,5,5,6.5,9.5,9,7.5,7.5,7.5,6.5,5,8,7.5,6,6.5,9,4.5,5,5,8,8,7,8,7.5,6.5,4.5,8.5,5.5,5,"fall"
"f24706032",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,1,NA,5,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,9,8,7,8,8.5,6.5,8.5,9.5,9,9,6,6.5,10,7,9.5,9,6,6,9,9.5,7,8,7,9.5,9,6.5,5,7,6,8.5,"fall"
"f24494556",20,0,1,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,7,0,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6.5,9,5,7,7,5.5,7.5,7.5,8.5,6.5,7,4.5,6.5,5.5,6,4,7.5,4.5,6.5,5.5,5,5,7,8,5,5,4,5.5,4,5,"fall"
"f24613173",20,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,12,5,0,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,7,7.5,5.5,6.5,6,6.5,9,6.5,7.5,6.5,5,3,7,6,7,5.5,6,4,6.5,8,5,7.5,7,8.5,7,4,2.5,8,5,6.5,"fall"
"f24242329",18,0,1,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,10,6,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,5,7,6,5,5.5,7,7.5,8,6.5,7.5,6.5,2.5,7,6.5,6.5,3,6.5,4,4,7.5,5,7,6,6.5,5,5.5,0.5,4.5,6,5,"fall"
"f24655094",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,6,8,5.5,6.5,5.5,8.5,6.5,7.5,6,5.5,6,2.5,6,5.5,6.5,6,7,6,7.5,10,6.5,6.5,5.5,5.5,7.5,6.5,2,6.5,5.5,5,"fall"
"f24815321",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,2,6,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,4,6.5,6,5.5,7.5,7.5,8,5,5,3.5,6,4,7,5.5,7,4,7,6.5,5,7,6.5,6,6.5,5,3,6,5,5,"fall"
"f24488350",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,5,0,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7.5,5.5,7,6.5,7.5,6,7.5,8.5,7.5,8,2.5,7,6.5,6,6,6.5,5.5,6,7,7,6,7,7,5.5,5,0,6,5,5.5,"fall"
"f24359351",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,3,0,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6.5,6.5,4,6,5.5,6,7,5,8,5.5,7,5,5.5,5,5,5,7.5,3,6,7.5,6.5,7,5,7,6.5,5.5,5.5,5.5,5,5,"fall"
"f24325568",20,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,1,NA,10,5,0,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,7.5,6,4,5.5,3,6,6.5,5.5,6,5.5,7,1,6,5,7,8,5.5,6,6,5.5,7,8.5,6,6,5.5,5,0,5.5,7,5.5,"fall"
"f24411021",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,1,NA,12,7,0,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6.5,7.5,5,6.5,5,7,7.5,6.5,8,5,7.5,2,7,6,5.5,6,8,5.5,8.5,7.5,6.5,10,7.5,8.5,5,7,1.5,7,7,6.5,"fall"
"f24691844",21,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,12,5,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,6,6,5,5,5.5,5,6,6,6,6,5,3,5,5,5,5,6,5.5,5.5,7,5,6.5,5,6,6,4.5,3,5,5,5,"fall"
"f24825031",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,6.5,6.5,6.5,6,5,7.5,7,8,6.5,5.5,8.5,5,8.5,6.5,8,6,6.5,4.5,5.5,7.5,6.5,4.5,5,5,5,5,5,6.5,6,5,"fall"
"f24988714",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8.5,7.5,5.5,6,7,8,7.5,7.5,8,7.5,8,0.5,8,7,7.5,8.5,7.5,5,9,8.5,8,8.5,7,7.5,9,8,0.5,7,5.5,6,"fall"
"f24492104",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,12,6,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,6,8,5.5,6.5,7.5,6.5,8,7,8,7,6.5,4.5,8,5.5,7,5,6,7,6,7,6.5,6,5,7,6,6.5,3,5,4.5,6,"fall"
"f24574572",18,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8.5,5.5,7.5,5.5,6,7,7.5,6,5,6,4,5,5,5,4.5,7,5.5,7,5.5,6.5,6,6,5,5,5.5,4.5,5.5,5,5,"fall"
"f24528591",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,11,6,0,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,5.5,6.5,5.5,6,5,6.5,6.5,6.5,5.5,5,7,2,6,5,6,5,7,7,6,7.5,6,7,7.5,6,5,6.5,2,6.5,4.5,5.5,"fall"
"f24847337",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,6,5,5.5,7.5,7,7.5,6.5,6.5,6,5.5,3,6.5,6,6,7,6,4.5,7.5,8,6,6.5,6.5,6.5,6,5,0,5.5,5,6,"fall"
"f24566111",19,0,1,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,10,7,0,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,7,6,5.5,6,7.5,6.5,8,7,8.5,7.5,5.5,2,6,5,5.5,5.5,6.5,9,6,8.5,6,8,6,7,6.5,5.5,0,7,5,5.5,"fall"
"f24362116",19,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,12,4,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6.5,6.5,5.5,8,8,5,6,6.5,8.5,7.5,5,5,5,5,5,5,6.5,4,5,6.5,5,4.5,5,8,9,4.5,5.5,5,5,5,"fall"
"f24942349",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,NA,NA,11,5,1,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,7.5,7,4,8,5.5,7.5,8.5,7.5,8,7.5,9.5,1.5,6,8,8,6.5,8.5,8,9,9.5,8,9.5,8,7.5,7,8,1.5,8,7,8.5,"fall"
"f24396610",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,NA,1,12,5,0,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,7.5,5,6.5,5,6.5,7,6.5,9,5,5.5,3,6,5,5.5,7.5,8.5,3.5,5.5,5,7,6.5,7.5,9,6,6,0.5,7,5,6.5,"fall"
"f24199017",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,12,4,0,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,6,7.5,5,6.5,8,5,10,5,5,6.5,5.5,5,5,5,5,9.5,8.5,6,9,10,8,10,7.5,7.5,7,7.5,2.5,6,7.5,8,"fall"
"f24595486",18,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,7.5,8,8,7,7,7,7,6.5,7.5,6.5,5,7,8.5,6,8.5,6,4,6.5,7,6.5,7,5.5,6.5,6,5,4,5,6,5,"fall"
"f24975309",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,11,4,0,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,5,8,7,7,7,5.5,7,8,7,1,5.5,6.5,6.5,5.5,6,4.5,7,8,6,5.5,6,6,7.5,5,1,7,5.5,5.5,"fall"
"f24950500",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,8,7.5,5.5,5.5,6,5,6.5,7,6,6,6,0,5.5,5.5,6,6.5,4,3.5,8,9.5,5,5.5,6.5,5,5.5,4.5,1,8,4.5,4.5,"fall"
"f24282460",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,7.5,5.5,7,6,7,7.5,7,8,6.5,6.5,5,7,7,7.5,8,6.5,4,7.5,5,7,8,5.5,8,3.5,4.5,4.5,3.5,7,6,"fall"
"f24130189",20,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,12,4,1,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,6,6.5,5,6,6.5,6.5,6,7,6.5,5,5.5,3,7,5,6,6.5,6,5,5.5,6,7,5,6,6.5,6,5.5,3,5.5,4,6,"fall"
"f24983928",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,10,8.5,7,9,6,8,8.5,8,8.5,8,10,1.5,9,9,8,9,8.5,6,8,8.5,7.5,8,7.5,7,9.5,5,1,7.5,10,6.5,"fall"
"f24976386",20,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6.5,6,8,7.5,6,6.5,7.5,7.5,7.5,4,7,4,6.5,6,6.5,7,8,9,7.5,6,6.5,8,6.5,7,4.5,6,1.5,5,5.5,7,"fall"
"f24657611",19,1,3,NA,1,"",1,"",1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,7,5.5,5,6.5,8,6.5,6.5,5.5,7,7,6.5,5.5,8,5.5,7.5,7.5,3.5,6.5,7.5,7,6.5,5,7,8,5.5,7,5,7,5.5,"fall"
"f24949822",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,1,NA,1,3,0,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,7.5,7.5,4.5,7.5,7,7.5,8.5,7,8.5,8,5,6,5.5,3.5,7,7,6.5,4,7.5,5.5,6,8,7,8.5,7.5,5.5,7,5,3.5,6,"fall"
"f2464671",19,1,3,NA,1,"",1,"",NA,NA,1,1,NA,1,NA,11,3,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,9.5,8,6.5,6.5,5.5,8,8,8,6.5,7,8.5,2,9,9.5,8,8.5,8.5,7,6.5,5,6,8,8.5,6,7,5,1.5,7,8,7.5,"fall"
"f24100694",18,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,5,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,8.5,6,5.5,6.5,7,6,6,6,6,7.5,7,4,6,8,5.5,10,7.5,5.5,7.5,8.5,8,8,7,7,8.5,9,1,9,9.5,9,"fall"
"f24530244",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,1,4,0,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6.5,8,7,7,8,8,7,8,6,7,8,5.5,8,6,7.5,5.5,8.5,7,6.5,9,7.5,7.5,8,6.5,6.5,8.5,5,8.5,6,7,"fall"
"f24965771",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,11,4,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,7,5,6.5,6.5,7,8,6.5,8.5,7.5,6.5,1,6.5,5,5.5,8.5,7.5,5,7,4.5,7.5,7,6,5.5,7.5,6,0,6.5,7.5,7,"fall"
"f2424382",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,11,4,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,6.5,6.5,7,7,6,7,6.5,7,6.5,7,7,0,6,5,6,5.5,7,5,6.5,6,7,5.5,6.5,7.5,6,6,0,7,5,5.5,"fall"
