"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","mPIN"
139,1,19,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,8,6,9,6,7,8,5,5,6,8,4,7,9,7,7,6,5,7,9,5,7,6,8,6,7,2,5,8,5,266
84,1,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,7,7,10,9,8,9,5,7,9,10,7,3,8,8,8,6,9,7,8,5,7,5,6,5,6,8,3,7,8,6,469
10,1,22,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,6,5,8,6,6,8,6,6,7,7,7,6,6,7,6,7,8,8,6,7,6,6,5,5,4,7,4,8,6,380
196,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,4,6,7,6,7,5,8,6,8,6,5,7,2,7,7,7,5,5,2,6,7,7,4,6,6,6,5,3,8,5,7,426
152,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,6,4,6,9,9,6,6,8,6,6,9,5,10,8,9,7,7,7,8,8,8,9,7,6,8,9,9,8,6,9,7,430
217,1,21,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,4,5,6,6,6,3,4,5,6,6,5,6,6,6,5,5,6,5,5,5,6,5,5,8,5,6,6,6,5,275
142,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,7,6,5,8,6,6,7,6,8,9,6,1,7,9,6,8,7,4,8,8,6,7,8,8,7,7,1,6,9,7,474
234,1,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,7,10,9,6,7,5,8,9,8,9,10,10,1,9,8,10,8,9,6,7,4,6,8,9,9,7,8,0,8,8,8,358
192,1,19,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,4,9,6,7,10,9,7,6,9,9,8,9,8,8,8,8,8,9,10,10,9,5,10,10,9,7,7,5,5,9,8,375
61,1,22,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,4,6,4,4,4,5,6,5,4,4,0,4,5,4,3,4,5,2,4,2,4,3,4,4,2,0,6,5,3,465
97,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,10,7,10,8,8,8,9,7,10,6,7,8,9,8,9,8,6,10,9,9,7,8,7,8,8,6,6,8,7,255
105,1,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,7,10,10,7,10,10,8,10,9,8,9,9,3,8,10,8,7,10,8,8,10,8,8,10,8,8,10,0,9,8,9,259
236,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,2,10,8,6,9,9,8,8,7,7,6,9,6,6,8,8,10,8,5,8,8,7,10,9,8,9,9,8,9,9,8,416
127,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,3,7,9,6,7,9,6,7,8,9,10,7,10,9,5,6,9,8,8,8,6,7,8,7,10,10,9,8,8,9,8,328
158,1,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,3,8,9,8,8,7,10,10,9,7,7,10,6,10,10,8,9,8,10,8,7,8,9,8,10,7,7,7,7,6,6,485
195,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,6,7,5,8,4,7,8,7,7,6,9,3,2,8,8,7,7,2,7,5,7,5,7,5,5,6,5,7,8,8,312
242,1,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,6,2,6,5,6,4,5,5,5,5,4,9,4,6,2,8,5,6,6,8,6,4,5,7,5,6,4,5,7,5,405
58,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,8,9,8,6,7,7,6,8,7,7,7,8,6,7,8,6,8,8,7,7,6,8,8,6,5,6,9,7,8,7,365
117,1,21,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,8,6,6,9,8,7,9,7,9,5,10,3,6,9,10,8,9,6,8,10,6,10,7,10,6,10,3,6,7,8,475
218,1,25,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,3,7,6,7,3,7,5,6,5,5,6,6,4,5,7,6,5,5,7,4,5,3,5,3,5,4,4,1,3,7,4,480
237,1,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,4,9,10,7,10,7,7,10,10,9,7,10,3,10,10,8,7,9,5,8,8,6,8,7,4,4,7,5,6,10,7,493
69,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,7,5,5,9,5,6,8,7,6,7,1,6,6,6,5,7,5,5,9,7,6,5,7,6,6,5,6,5,6,413
86,1,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,9,8,6,9,9,10,7,8,9,9,9,7,8,10,9,9,10,7,8,8,10,8,9,9,9,10,6,7,10,8,394
183,1,26,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,7,6,7,5,7,7,7,8,8,6,9,7,9,6,5,7,8,4,8,8,5,8,8,6,8,8,8,9,8,6,8,318
87,1,21,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,8,6,3,7,4,5,7,4,4,4,0,7,4,4,4,3,1,1,2,2,2,3,2,2,4,0,4,5,4,456
74,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,9,6,4,6,5,7,7,7,7,6,6,3,6,8,5,7,8,4,7,6,4,7,7,8,5,7,0,4,8,6,408
146,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,5,5,6,1,4,1,7,3,5,2,4,5,3,5,6,8,5,5,3,7,4,6,5,6,4,6,8,4,6,450
154,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,6,3,5,8,6,3,5,2,5,5,3,5,4,6,5,8,4,7,6,5,0,4,5,6,4,7,6,5,6,7,7,348
65,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,6,6,8,8,7,4,7,8,7,8,7,8,7,8,8,7,5,7,8,6,7,7,7,6,7,6,8,5,6,7,7,350
188,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,6,3,8,5,7,5,6,7,7,5,2,5,6,5,6,5,7,3,2,4,5,5,5,5,2,3,5,2,3,6,3,354
219,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,9,9,6,8,9,7,7,9,9,10,8,4,8,6,7,10,10,7,10,10,7,8,10,10,9,7,5,7,10,7,473
165,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,6,9,5,4,5,7,8,8,7,7,6,7,4,4,8,3,6,5,4,4,6,5,7,8,3,5,7,5,4,8,6,326
232,1,21,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,6,5,4,4,5,2,4,4,4,5,5,6,5,4,6,5,6,7,4,6,7,5,6,5,7,6,6,6,5,7,8,437
170,1,19,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,8,8,6,8,6,6,4,9,7,9,9,6,7,4,6,9,7,5,8,7,8,7,8,8,10,8,7,8,7,7,321
125,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,10,7,4,9,7,6,8,8,6,6,8,8,6,5,5,8,5,6,8,6,7,9,9,7,7,6,6,5,6,7,387
29,1,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,8,9,3,8,8,10,8,8,9,8,8,6,6,7,8,8,8,4,6,5,7,7,8,7,7,10,5,5,8,9,293
51,1,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,8,7,9,5,7,5,7,7,7,6,6,6,6,6,6,7,7,6,6,8,5,8,6,8,6,4,5,8,7,7,319
216,1,22,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,13,1,7,6,7,8,6,6,6,7,9,7,7,4,7,6,6,6,7,6,5,6,8,7,8,8,6,9,2,9,7,7,278
174,1,26,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,10,8,7,8,8,8,7,6,7,8,9,9,9,9,9,10,7,7,9,10,9,7,5,8,8,8,10,6,9,6,428
212,1,18,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,3,5,2,5,5,3,3,6,4,5,4,2,4,5,4,5,5,6,5,5,4,5,6,5,7,7,1,6,6,3,492
79,1,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,6,10,7,8,4,6,6,8,7,7,8,6,6,8,9,6,7,9,8,6,5,5,8,8,8,8,7,4,7,8,6,484
57,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,7,8,6,6,7,7,5,8,8,9,7,6,8,6,6,7,8,6,8,6,4,6,6,7,8,9,5,9,6,5,7,285
203,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,3,3,3,3,3,6,5,4,2,3,2,5,3,4,4,5,5,5,3,6,8,5,5,6,5,6,8,3,5,7,6,281
131,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,7,9,8,6,9,8,8,10,9,9,7,8,1,8,8,9,8,8,5,8,8,9,10,9,8,7,10,4,10,10,7,406
76,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,3,2,3,3,3,4,2,3,4,4,4,5,0,2,1,3,4,6,5,4,4,3,5,5,5,5,5,1,5,5,4,385
134,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,2,6,7,4,7,7,5,6,6,7,8,8,1,8,7,8,5,6,2,5,5,5,5,5,4,5,3,0,5,5,5,355
39,1,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,7,7,7,7,6,8,7,6,8,6,10,5,9,9,9,6,7,6,7,7,7,7,7,9,9,8,2,8,8,8,282
101,1,25,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,10,8,6,9,7,10,10,8,10,7,10,8,7,8,9,9,7,6,7,9,8,10,7,10,7,8,9,6,9,7,481
6,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,6,7,6,5,8,7,6,7,7,8,8,8,5,8,8,6,9,7,6,8,8,8,8,8,8,8,9,7,7,9,7,429
179,1,20,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,8,6,6,6,6,5,3,7,8,10,6,5,7,8,5,5,6,4,3,4,2,6,3,3,4,2,1,4,5,4,317
238,1,23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,4,6,4,6,6,5,4,5,6,7,5,6,3,7,8,5,5,7,8,6,9,6,7,7,7,8,7,4,7,7,8,479
85,1,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,8,8,8,6,3,5,7,7,9,5,6,7,9,8,8,6,7,9,8,7,7,6,7,10,6,8,5,8,7,463
54,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,12,2,7,8,8,9,9,9,10,7,10,5,10,9,7,10,9,6,6,5,7,5,6,7,9,6,5,7,7,6,7,9,407
106,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,7,6,8,2,7,7,7,5,3,8,0,5,5,8,6,7,3,5,3,5,7,6,5,5,8,0,4,8,6,483
34,1,26,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,6,8,5,5,5,5,6,6,5,7,7,6,4,6,6,7,9,6,7,7,6,6,6,5,8,7,7,2,5,5,5,261
166,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,6,9,4,6,8,7,8,9,8,9,10,4,7,7,6,9,8,5,10,9,7,10,7,7,6,6,5,8,8,6,470
22,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,7,8,7,5,7,9,7,9,7,8,4,8,4,6,7,6,8,8,8,5,7,6,8,6,6,5,8,4,7,7,8,298
52,1,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,7,6,8,8,8,6,7,8,7,7,4,8,6,8,7,7,6,8,8,10,8,8,7,7,6,9,7,8,9,9,274
228,1,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,4,10,10,7,9,10,8,10,9,10,10,9,5,4,10,9,10,8,7,9,8,8,10,8,10,10,8,5,8,9,8,331
133,1,26,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,10,10,7,9,7,6,8,8,8,6,6,5,8,10,7,8,8,9,7,9,7,9,8,8,4,9,2,9,10,7,449
209,1,24,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,6,8,6,6,7,3,8,7,4,9,4,9,6,7,7,8,7,6,9,7,7,6,6,8,10,8,10,6,8,5,439
1,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,6,7,7,9,7,9,6,7,7,8,10,7,8,8,9,6,7,7,8,5,9,8,8,8,8,10,9,8,7,283
17,1,23,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,10,7,5,7,7,6,8,7,9,10,9,7,8,8,8,10,8,7,7,6,7,5,7,8,7,10,6,7,10,7,322
99,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,6,6,3,7,7,7,5,7,5,6,8,5,8,3,5,2,7,3,6,5,7,5,6,7,5,6,6,3,5,4,5,499
202,1,19,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,8,6,4,6,7,5,7,7,8,9,6,5,6,5,5,7,6,5,8,8,7,9,6,9,8,8,6,6,7,6,325
250,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,6,10,5,5,6,8,5,6,5,5,7,7,7,6,8,6,8,7,7,6,6,5,7,7,7,5,5,3,5,8,8,303
32,1,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,5,5,6,7,6,9,6,5,5,6,7,5,7,6,9,4,6,5,6,3,4,5,7,6,7,6,4,8,6,6,398
123,1,26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,4,4,6,6,7,4,7,7,7,4,4,6,6,6,7,4,4,6,3,4,5,7,5,6,6,5,5,5,8,3,7,377
164,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,10,7,7,7,6,7,9,8,10,7,6,10,8,8,6,7,5,6,4,7,7,5,6,9,6,6,9,6,6,451
25,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,3,6,9,5,7,8,9,8,8,10,5,10,1,9,9,10,6,6,4,6,5,8,8,7,8,5,9,1,7,9,7,453
143,1,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,6,5,4,4,4,3,7,5,6,5,1,6,6,5,7,6,3,6,7,7,6,4,6,5,6,1,4,7,5,432
215,1,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,5,7,4,1,3,4,4,1,3,6,5,3,5,4,1,3,5,2,0,4,2,4,3,1,3,2,3,3,3,251
137,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,2,5,5,2,6,5,3,6,6,6,7,5,6,6,6,5,6,6,3,5,8,5,6,7,7,7,7,4,6,7,8,315
